"","origin","dest","first_stop","second_stop","ticket_carrier","pax","connections"
"1","DSM","ATL","",NA,"DL",2705,0
"2","DSM","AZA","",NA,"G4",2377,0
"3","DSM","CLT","",NA,"AA",1429,0
"4","DSM","DCA","",NA,"AA",2229,0
"5","DSM","DEN","",NA,"F9",2261,0
"6","DSM","DEN","",NA,"UA",3525,0
"7","DSM","DFW","",NA,"AA",3340,0
"8","DSM","DTW","",NA,"DL",1481,0
"9","DSM","IAH","",NA,"UA",1883,0
"10","DSM","LAS","",NA,"G4",2960,0
"11","DSM","LAS","",NA,"WN",2296,0
"12","DSM","LAX","",NA,"G4",347,0
"13","DSM","LGA","",NA,"DL",2619,0
"14","DSM","MCO","",NA,"F9",991,0
"15","DSM","MSP","",NA,"DL",930,0
"16","DSM","ORD","",NA,"AA",2865,0
"17","DSM","ORD","",NA,"UA",2138,0
"18","DSM","PGD","",NA,"G4",1869,0
"19","DSM","PHL","",NA,"AA",1498,0
"20","DSM","PHX","",NA,"AA",5537,0
"21","DSM","PHX","",NA,"F9",1002,0
"22","DSM","PHX","",NA,"WN",266,0
"23","DSM","PIE","",NA,"G4",2000,0
"24","DSM","SFB","",NA,"G4",2431,0
"25","DSM","SLC","",NA,"DL",968,0
"26","DSM","SRQ","",NA,"G4",155,0
"27","DSM","STL","",NA,"WN",1525,0
"28","DSM","VPS","",NA,"G4",352,0
"29","DSM","ABE","ATL",NA,"DL",22,1
"30","DSM","ABE","CLT",NA,"AA",8,1
"31","DSM","ABE","DTW",NA,"DL",29,1
"32","DSM","ABE","ORD",NA,"AA",22,1
"33","DSM","ABE","ORD",NA,"UA",34,1
"34","DSM","ABE","PHL",NA,"AA",8,1
"35","DSM","ABI","DFW",NA,"AA",42,1
"36","DSM","ABI","ORD","DFW","AA",2,2
"37","DSM","ABQ","DEN",NA,"UA",125,1
"38","DSM","ABQ","DFW",NA,"AA",168,1
"39","DSM","ABQ","IAH",NA,"UA",22,1
"40","DSM","ABQ","LAS",NA,"WN",52,1
"41","DSM","ABQ","MSP",NA,"DL",22,1
"42","DSM","ABQ","ORD","DEN","UA",1,2
"43","DSM","ABQ","ORD",NA,"AA",20,1
"44","DSM","ABQ","ORD",NA,"UA",2,1
"45","DSM","ABQ","PHX",NA,"AA",7,1
"46","DSM","ABQ","PHX",NA,"WN",10,1
"47","DSM","ABQ","SLC",NA,"DL",17,1
"48","DSM","ABQ","STL",NA,"WN",1,1
"49","DSM","ABR","MSP",NA,"DL",4,1
"50","DSM","ABY","ATL",NA,"DL",20,1
"51","DSM","ABY","DTW","ATL","DL",1,2
"52","DSM","ACK","CLT",NA,"AA",2,1
"53","DSM","ACK","DCA",NA,"AA",1,1
"54","DSM","ACK","ORD","LGA","AA",1,2
"55","DSM","ACT","DFW",NA,"AA",52,1
"56","DSM","ACV","DEN","LAX","UA",1,2
"57","DSM","ACV","DEN","SFO","UA",1,2
"58","DSM","ACV","DEN",NA,"UA",16,1
"59","DSM","ACV","ORD","LAX","UA",1,2
"60","DSM","ACV","ORD","SFO","UA",2,2
"61","DSM","AEX","ATL",NA,"DL",7,1
"62","DSM","AEX","DFW",NA,"AA",11,1
"63","DSM","AEX","IAH",NA,"UA",7,1
"64","DSM","AGS","ATL",NA,"DL",87,1
"65","DSM","AGS","CLT",NA,"AA",24,1
"66","DSM","AGS","DCA",NA,"AA",1,1
"67","DSM","AGS","DFW",NA,"AA",2,1
"68","DSM","AGS","MSP","ATL","DL",1,2
"69","DSM","AGS","ORD","CLT","AA",1,2
"70","DSM","ALB","ATL",NA,"DL",23,1
"71","DSM","ALB","CLT",NA,"AA",16,1
"72","DSM","ALB","DCA",NA,"AA",2,1
"73","DSM","ALB","DTW",NA,"DL",61,1
"74","DSM","ALB","MSP",NA,"DL",9,1
"75","DSM","ALB","ORD",NA,"AA",43,1
"76","DSM","ALB","ORD",NA,"UA",80,1
"77","DSM","ALB","PHL",NA,"AA",13,1
"78","DSM","ALS","DEN",NA,"UA",1,1
"79","DSM","AMA","DEN",NA,"UA",22,1
"80","DSM","AMA","DFW",NA,"AA",100,1
"81","DSM","AMA","IAH",NA,"UA",7,1
"82","DSM","ANC","DEN","SFO","UA",1,2
"83","DSM","ANC","DEN",NA,"UA",51,1
"84","DSM","ANC","DFW","SEA","AA",1,2
"85","DSM","ANC","DFW",NA,"AA",5,1
"86","DSM","ANC","DTW","MSP","DL",1,2
"87","DSM","ANC","DTW","SEA","DL",2,2
"88","DSM","ANC","MSP","SEA","DL",8,2
"89","DSM","ANC","MSP",NA,"DL",67,1
"90","DSM","ANC","ORD","PDX","AS",2,2
"91","DSM","ANC","ORD","SEA","AA",1,2
"92","DSM","ANC","ORD","SEA","AS",7,2
"93","DSM","ANC","ORD",NA,"AS",6,1
"94","DSM","ANC","ORD",NA,"UA",15,1
"95","DSM","ANC","PHX","SEA","AA",1,2
"96","DSM","ANC","PHX",NA,"AA",15,1
"97","DSM","ANC","SLC","SEA","DL",3,2
"98","DSM","ANC","SLC",NA,"DL",12,1
"99","DSM","APN","DTW",NA,"DL",6,1
"100","DSM","ART","PHL",NA,"AA",6,1
"101","DSM","ASE","DEN",NA,"UA",46,1
"102","DSM","ASE","DFW",NA,"AA",1,1
"103","DSM","ASE","MSP",NA,"DL",2,1
"104","DSM","ASE","PHX",NA,"AA",2,1
"105","DSM","ATL","CLT","MIA","AA",1,2
"106","DSM","ATL","CLT",NA,"AA",87,1
"107","DSM","ATL","DCA","CLT","AA",1,2
"108","DSM","ATL","DCA",NA,"AA",2,1
"109","DSM","ATL","DFW",NA,"AA",19,1
"110","DSM","ATL","DTW","BHM","DL",1,2
"111","DSM","ATL","DTW","CLE","DL",14,2
"112","DSM","ATL","DTW","CLT","DL",1,2
"113","DSM","ATL","DTW","CMH","DL",19,2
"114","DSM","ATL","DTW","DAY","DL",1,2
"115","DSM","ATL","DTW","FWA","DL",2,2
"116","DSM","ATL","DTW","IAD","DL",1,2
"117","DSM","ATL","DTW","IND","DL",3,2
"118","DSM","ATL","DTW","MEM","DL",2,2
"119","DSM","ATL","DTW","PIT","DL",11,2
"120","DSM","ATL","DTW","TYS","DL",1,2
"121","DSM","ATL","DTW",NA,"DL",32,1
"122","DSM","ATL","IAH",NA,"UA",8,1
"123","DSM","ATL","MSP","CLE","DL",1,2
"124","DSM","ATL","MSP","CMH","DL",1,2
"125","DSM","ATL","MSP","FSD","DL",1,2
"126","DSM","ATL","MSP","GRB","DL",1,2
"127","DSM","ATL","MSP","MCO","DL",1,2
"128","DSM","ATL","MSP","MKE","DL",1,2
"129","DSM","ATL","MSP","PIT","DL",1,2
"130","DSM","ATL","MSP","STL","DL",3,2
"131","DSM","ATL","MSP",NA,"DL",24,1
"132","DSM","ATL","ORD",NA,"AA",74,1
"133","DSM","ATL","ORD",NA,"UA",56,1
"134","DSM","ATL","PHL",NA,"AA",6,1
"135","DSM","ATL","STL","CMH","WN",1,2
"136","DSM","ATL","STL","MCO","WN",1,2
"137","DSM","ATL","STL",NA,"WN",185,1
"138","DSM","ATW","DTW",NA,"DL",5,1
"139","DSM","ATW","MSP",NA,"DL",27,1
"140","DSM","ATW","ORD",NA,"AA",6,1
"141","DSM","ATW","ORD",NA,"UA",9,1
"142","DSM","AUS","ATL",NA,"DL",65,1
"143","DSM","AUS","DEN",NA,"F9",14,1
"144","DSM","AUS","DEN",NA,"UA",63,1
"145","DSM","AUS","DFW",NA,"AA",619,1
"146","DSM","AUS","DTW",NA,"DL",31,1
"147","DSM","AUS","IAH",NA,"UA",289,1
"148","DSM","AUS","MSP",NA,"DL",95,1
"149","DSM","AUS","ORD",NA,"AA",51,1
"150","DSM","AUS","ORD",NA,"UA",38,1
"151","DSM","AUS","STL",NA,"WN",166,1
"152","DSM","AVL","ATL",NA,"DL",40,1
"153","DSM","AVL","CLT",NA,"AA",36,1
"154","DSM","AVL","DFW",NA,"AA",2,1
"155","DSM","AVL","DTW","ATL","DL",1,2
"156","DSM","AVL","MSP","ATL","DL",1,2
"157","DSM","AVL","ORD","CLT","AA",1,2
"158","DSM","AVL","ORD",NA,"UA",21,1
"159","DSM","AVP","ATL",NA,"DL",3,1
"160","DSM","AVP","CLT",NA,"AA",7,1
"161","DSM","AVP","DTW",NA,"DL",24,1
"162","DSM","AVP","ORD",NA,"AA",8,1
"163","DSM","AVP","ORD",NA,"UA",13,1
"164","DSM","AVP","PHL",NA,"AA",10,1
"165","DSM","AZO","DTW",NA,"DL",20,1
"166","DSM","AZO","MSP",NA,"DL",8,1
"167","DSM","AZO","ORD",NA,"AA",13,1
"168","DSM","AZO","ORD",NA,"UA",5,1
"169","DSM","BDL","ATL",NA,"DL",29,1
"170","DSM","BDL","CLT",NA,"AA",46,1
"171","DSM","BDL","DCA",NA,"AA",11,1
"172","DSM","BDL","DTW",NA,"DL",135,1
"173","DSM","BDL","MSP",NA,"DL",88,1
"174","DSM","BDL","ORD",NA,"AA",127,1
"175","DSM","BDL","ORD",NA,"UA",95,1
"176","DSM","BDL","PHL",NA,"AA",22,1
"177","DSM","BDL","STL",NA,"WN",7,1
"178","DSM","BET","ORD","ANC","AS",1,2
"179","DSM","BFF","DEN",NA,"UA",9,1
"180","DSM","BFL","DEN",NA,"UA",34,1
"181","DSM","BFL","DFW",NA,"AA",8,1
"182","DSM","BFL","PHX",NA,"AA",20,1
"183","DSM","BGM","DTW",NA,"DL",13,1
"184","DSM","BGR","CLT",NA,"AA",3,1
"185","DSM","BGR","DCA",NA,"AA",8,1
"186","DSM","BGR","LGA",NA,"DL",9,1
"187","DSM","BGR","ORD",NA,"AA",13,1
"188","DSM","BGR","ORD",NA,"UA",10,1
"189","DSM","BGR","PHL",NA,"AA",19,1
"190","DSM","BHM","ATL",NA,"DL",120,1
"191","DSM","BHM","CLT",NA,"AA",24,1
"192","DSM","BHM","DFW",NA,"AA",27,1
"193","DSM","BHM","DTW",NA,"DL",63,1
"194","DSM","BHM","IAH",NA,"UA",6,1
"195","DSM","BHM","ORD",NA,"AA",24,1
"196","DSM","BHM","ORD",NA,"UA",27,1
"197","DSM","BIL","DEN",NA,"UA",61,1
"198","DSM","BIL","DFW",NA,"AA",1,1
"199","DSM","BIL","MSP",NA,"DL",65,1
"200","DSM","BIL","ORD",NA,"UA",1,1
"201","DSM","BIL","SLC",NA,"DL",3,1
"202","DSM","BIS","MSP",NA,"DL",76,1
"203","DSM","BIS","ORD",NA,"UA",4,1
"204","DSM","BJI","MSP",NA,"DL",6,1
"205","DSM","BLI","ORD","SEA","AS",1,2
"206","DSM","BMI","ORD",NA,"AA",9,1
"207","DSM","BNA","ATL",NA,"DL",167,1
"208","DSM","BNA","CLT",NA,"AA",52,1
"209","DSM","BNA","DTW",NA,"DL",98,1
"210","DSM","BNA","MSP",NA,"DL",97,1
"211","DSM","BNA","ORD",NA,"AA",205,1
"212","DSM","BNA","ORD",NA,"UA",160,1
"213","DSM","BNA","STL",NA,"WN",493,1
"214","DSM","BOI","DEN",NA,"UA",179,1
"215","DSM","BOI","DFW",NA,"AA",17,1
"216","DSM","BOI","IAH",NA,"UA",4,1
"217","DSM","BOI","LAS",NA,"WN",6,1
"218","DSM","BOI","MSP","SEA","DL",2,2
"219","DSM","BOI","MSP",NA,"DL",108,1
"220","DSM","BOI","ORD",NA,"UA",6,1
"221","DSM","BOI","PHX",NA,"AA",34,1
"222","DSM","BOI","SLC",NA,"DL",52,1
"223","DSM","BOS","ATL","CVG","DL",1,2
"224","DSM","BOS","ATL",NA,"DL",49,1
"225","DSM","BOS","CLT",NA,"AA",58,1
"226","DSM","BOS","DCA","LGA","AA",1,2
"227","DSM","BOS","DCA",NA,"AA",86,1
"228","DSM","BOS","DEN","EWR","UA",1,2
"229","DSM","BOS","DEN",NA,"UA",2,1
"230","DSM","BOS","DFW",NA,"AA",1,1
"231","DSM","BOS","DTW","PHL","DL",1,2
"232","DSM","BOS","DTW","RDU","DL",1,2
"233","DSM","BOS","DTW",NA,"DL",338,1
"234","DSM","BOS","IAH",NA,"UA",2,1
"235","DSM","BOS","LGA",NA,"DL",130,1
"236","DSM","BOS","MSP","BNA","DL",1,2
"237","DSM","BOS","MSP",NA,"DL",176,1
"238","DSM","BOS","ORD","DCA","AA",1,2
"239","DSM","BOS","ORD","EWR","UA",1,2
"240","DSM","BOS","ORD","IAD","UA",1,2
"241","DSM","BOS","ORD","LGA","AA",1,2
"242","DSM","BOS","ORD","PHL","AA",1,2
"243","DSM","BOS","ORD",NA,"AA",295,1
"244","DSM","BOS","ORD",NA,"UA",368,1
"245","DSM","BOS","PHL",NA,"AA",144,1
"246","DSM","BOS","STL","MKE","WN",1,2
"247","DSM","BOS","STL",NA,"WN",205,1
"248","DSM","BPT","DFW",NA,"AA",15,1
"249","DSM","BQK","ATL",NA,"DL",16,1
"250","DSM","BQK","MSP","ATL","DL",1,2
"251","DSM","BQN","ORD","EWR","UA",4,2
"252","DSM","BRD","MSP",NA,"DL",8,1
"253","DSM","BRO","DEN",NA,"UA",1,1
"254","DSM","BRO","DFW",NA,"AA",59,1
"255","DSM","BRO","IAH",NA,"UA",36,1
"256","DSM","BRO","ORD","DFW","AA",1,2
"257","DSM","BRO","ORD",NA,"UA",6,1
"258","DSM","BTM","SLC",NA,"DL",3,1
"259","DSM","BTR","ATL",NA,"DL",29,1
"260","DSM","BTR","CLT",NA,"AA",2,1
"261","DSM","BTR","DFW",NA,"AA",52,1
"262","DSM","BTR","DTW","ATL","DL",1,2
"263","DSM","BTR","IAH",NA,"UA",36,1
"264","DSM","BTV","CLT",NA,"AA",6,1
"265","DSM","BTV","DCA",NA,"AA",11,1
"266","DSM","BTV","DTW",NA,"DL",46,1
"267","DSM","BTV","LGA",NA,"DL",1,1
"268","DSM","BTV","ORD","IAD","UA",1,2
"269","DSM","BTV","ORD",NA,"AA",7,1
"270","DSM","BTV","ORD",NA,"UA",59,1
"271","DSM","BTV","PHL",NA,"AA",15,1
"272","DSM","BUF","ATL",NA,"DL",24,1
"273","DSM","BUF","CLT",NA,"AA",4,1
"274","DSM","BUF","DTW","LGA","DL",1,2
"275","DSM","BUF","DTW",NA,"DL",83,1
"276","DSM","BUF","LGA",NA,"DL",3,1
"277","DSM","BUF","MSP",NA,"DL",10,1
"278","DSM","BUF","ORD",NA,"AA",51,1
"279","DSM","BUF","ORD",NA,"UA",48,1
"280","DSM","BUF","PHL",NA,"AA",10,1
"281","DSM","BUF","STL",NA,"WN",1,1
"282","DSM","BUR","DEN",NA,"UA",101,1
"283","DSM","BUR","DFW","PHX","AA",1,2
"284","DSM","BUR","DFW",NA,"AA",25,1
"285","DSM","BUR","IAH","SFO","UA",1,2
"286","DSM","BUR","LAS",NA,"WN",206,1
"287","DSM","BUR","PHX",NA,"AA",128,1
"288","DSM","BUR","PHX",NA,"WN",8,1
"289","DSM","BUR","SLC",NA,"DL",23,1
"290","DSM","BWI","ATL",NA,"DL",80,1
"291","DSM","BWI","CLT",NA,"AA",66,1
"292","DSM","BWI","DFW",NA,"AA",2,1
"293","DSM","BWI","DTW",NA,"DL",172,1
"294","DSM","BWI","IAH",NA,"UA",1,1
"295","DSM","BWI","MSP","DTW","DL",1,2
"296","DSM","BWI","MSP",NA,"DL",107,1
"297","DSM","BWI","ORD",NA,"AA",76,1
"298","DSM","BWI","ORD",NA,"UA",96,1
"299","DSM","BWI","PHL",NA,"AA",12,1
"300","DSM","BWI","STL",NA,"WN",354,1
"301","DSM","BZN","DEN",NA,"UA",92,1
"302","DSM","BZN","DFW",NA,"AA",5,1
"303","DSM","BZN","MSP",NA,"DL",79,1
"304","DSM","BZN","ORD","DEN","UA",1,2
"305","DSM","BZN","ORD",NA,"AA",2,1
"306","DSM","BZN","ORD",NA,"UA",6,1
"307","DSM","BZN","SLC",NA,"DL",4,1
"308","DSM","CAE","ATL",NA,"DL",84,1
"309","DSM","CAE","CLT",NA,"AA",66,1
"310","DSM","CAE","DCA",NA,"AA",2,1
"311","DSM","CAE","DFW",NA,"AA",11,1
"312","DSM","CAE","DTW","ATL","DL",2,2
"313","DSM","CAE","ORD","CLT","AA",1,2
"314","DSM","CAE","ORD",NA,"UA",28,1
"315","DSM","CAE","PHL",NA,"AA",16,1
"316","DSM","CAK","ATL",NA,"DL",35,1
"317","DSM","CAK","CLT",NA,"AA",12,1
"318","DSM","CAK","ORD",NA,"AA",37,1
"319","DSM","CAK","ORD",NA,"UA",51,1
"320","DSM","CAK","PHL",NA,"AA",1,1
"321","DSM","CDC","MSP","SLC","DL",1,2
"322","DSM","CDC","SLC",NA,"DL",2,1
"323","DSM","CGI","ORD",NA,"UA",2,1
"324","DSM","CHA","ATL",NA,"DL",40,1
"325","DSM","CHA","CLT",NA,"AA",19,1
"326","DSM","CHA","DCA",NA,"AA",6,1
"327","DSM","CHA","DFW",NA,"AA",8,1
"328","DSM","CHA","DTW","ATL","DL",2,2
"329","DSM","CHA","DTW",NA,"DL",10,1
"330","DSM","CHA","ORD",NA,"AA",8,1
"331","DSM","CHA","ORD",NA,"UA",22,1
"332","DSM","CHA","PHL",NA,"AA",3,1
"333","DSM","CHO","ATL",NA,"DL",13,1
"334","DSM","CHO","CLT",NA,"AA",54,1
"335","DSM","CHO","ORD","IAD","UA",1,2
"336","DSM","CHO","ORD",NA,"AA",34,1
"337","DSM","CHO","ORD",NA,"UA",21,1
"338","DSM","CHO","PHL",NA,"AA",1,1
"339","DSM","CHS","ATL",NA,"DL",194,1
"340","DSM","CHS","CLT",NA,"AA",119,1
"341","DSM","CHS","DCA",NA,"AA",10,1
"342","DSM","CHS","DFW",NA,"AA",6,1
"343","DSM","CHS","DTW",NA,"DL",24,1
"344","DSM","CHS","IAH",NA,"UA",4,1
"345","DSM","CHS","LGA",NA,"DL",1,1
"346","DSM","CHS","MSP","ATL","DL",3,2
"347","DSM","CHS","MSP",NA,"DL",1,1
"348","DSM","CHS","ORD","CLT","AA",2,2
"349","DSM","CHS","ORD","IAD","UA",1,2
"350","DSM","CHS","ORD",NA,"AA",16,1
"351","DSM","CHS","ORD",NA,"UA",36,1
"352","DSM","CHS","PHL","CLT","AA",1,2
"353","DSM","CHS","PHL",NA,"AA",17,1
"354","DSM","CHS","STL",NA,"WN",8,1
"355","DSM","CIU","DTW",NA,"DL",5,1
"356","DSM","CIU","MSP",NA,"DL",4,1
"357","DSM","CKB","ORD",NA,"UA",9,1
"358","DSM","CLE","ATL",NA,"DL",32,1
"359","DSM","CLE","CLT","DCA","AA",1,2
"360","DSM","CLE","CLT",NA,"AA",19,1
"361","DSM","CLE","DTW",NA,"DL",75,1
"362","DSM","CLE","LGA",NA,"DL",1,1
"363","DSM","CLE","MSP",NA,"DL",57,1
"364","DSM","CLE","ORD","CLT","AA",1,2
"365","DSM","CLE","ORD",NA,"AA",114,1
"366","DSM","CLE","ORD",NA,"UA",194,1
"367","DSM","CLE","PHL",NA,"AA",2,1
"368","DSM","CLE","STL",NA,"WN",118,1
"369","DSM","CLL","DEN","IAH","UA",1,2
"370","DSM","CLL","DFW",NA,"AA",31,1
"371","DSM","CLL","IAH",NA,"UA",8,1
"372","DSM","CLL","ORD","DFW","AA",1,2
"373","DSM","CLT","ATL",NA,"DL",78,1
"374","DSM","CLT","DCA","LGA","AA",1,2
"375","DSM","CLT","DCA","RDU","AA",1,2
"376","DSM","CLT","DCA",NA,"AA",7,1
"377","DSM","CLT","DFW",NA,"AA",12,1
"378","DSM","CLT","DTW","ATL","DL",1,2
"379","DSM","CLT","DTW",NA,"DL",62,1
"380","DSM","CLT","IAH",NA,"UA",6,1
"381","DSM","CLT","LGA",NA,"DL",6,1
"382","DSM","CLT","MSP",NA,"DL",42,1
"383","DSM","CLT","ORD","BNA","AA",12,2
"384","DSM","CLT","ORD","BUF","AA",1,2
"385","DSM","CLT","ORD","BWI","AA",1,2
"386","DSM","CLT","ORD","CAK","AA",6,2
"387","DSM","CLT","ORD","CHA","AA",3,2
"388","DSM","CLT","ORD","CLE","AA",6,2
"389","DSM","CLT","ORD","CMH","AA",1,2
"390","DSM","CLT","ORD","CVG","AA",4,2
"391","DSM","CLT","ORD","DAY","AA",1,2
"392","DSM","CLT","ORD","ERI","AA",2,2
"393","DSM","CLT","ORD","EWR","UA",1,2
"394","DSM","CLT","ORD","GSP","AA",1,2
"395","DSM","CLT","ORD","HSV","AA",2,2
"396","DSM","CLT","ORD","IND","AA",2,2
"397","DSM","CLT","ORD","LEX","AA",3,2
"398","DSM","CLT","ORD","MDT","AA",1,2
"399","DSM","CLT","ORD","MEM","AA",4,2
"400","DSM","CLT","ORD","MSP","AA",1,2
"401","DSM","CLT","ORD","PIT","AA",6,2
"402","DSM","CLT","ORD","SDF","AA",8,2
"403","DSM","CLT","ORD","TYS","AA",11,2
"404","DSM","CLT","ORD","XNA","AA",1,2
"405","DSM","CLT","ORD",NA,"AA",148,1
"406","DSM","CLT","ORD",NA,"UA",75,1
"407","DSM","CLT","PHL","BTV","AA",1,2
"408","DSM","CLT","PHL","PBI","AA",1,2
"409","DSM","CLT","PHL",NA,"AA",9,1
"410","DSM","CLT","STL",NA,"WN",3,1
"411","DSM","CMH","ATL",NA,"DL",48,1
"412","DSM","CMH","CLT",NA,"AA",1,1
"413","DSM","CMH","DCA",NA,"AA",2,1
"414","DSM","CMH","DTW",NA,"DL",190,1
"415","DSM","CMH","LGA",NA,"DL",1,1
"416","DSM","CMH","MSP",NA,"DL",105,1
"417","DSM","CMH","ORD",NA,"AA",220,1
"418","DSM","CMH","ORD",NA,"UA",172,1
"419","DSM","CMH","PHL",NA,"AA",1,1
"420","DSM","CMH","STL",NA,"WN",309,1
"421","DSM","CMI","ORD",NA,"AA",20,1
"422","DSM","CMX","ORD",NA,"UA",1,1
"423","DSM","CNY","DEN",NA,"UA",13,1
"424","DSM","COD","DEN",NA,"UA",23,1
"425","DSM","COS","DEN",NA,"UA",170,1
"426","DSM","COS","DFW",NA,"AA",40,1
"427","DSM","COS","ORD","DEN","UA",1,2
"428","DSM","COS","ORD",NA,"AA",3,1
"429","DSM","COS","ORD",NA,"UA",7,1
"430","DSM","COS","SLC",NA,"DL",2,1
"431","DSM","CPR","DEN",NA,"UA",23,1
"432","DSM","CPR","SLC",NA,"DL",4,1
"433","DSM","CRP","DFW",NA,"AA",79,1
"434","DSM","CRP","IAH",NA,"UA",42,1
"435","DSM","CRP","ORD","IAH","UA",1,2
"436","DSM","CRW","ATL",NA,"DL",6,1
"437","DSM","CRW","CLT",NA,"AA",10,1
"438","DSM","CRW","DCA",NA,"AA",2,1
"439","DSM","CRW","ORD","CLT","AA",1,2
"440","DSM","CRW","ORD",NA,"AA",2,1
"441","DSM","CRW","ORD",NA,"UA",25,1
"442","DSM","CRW","PHL",NA,"AA",2,1
"443","DSM","CSG","ATL",NA,"DL",18,1
"444","DSM","CVG","ATL",NA,"DL",24,1
"445","DSM","CVG","CLT",NA,"AA",11,1
"446","DSM","CVG","DTW",NA,"DL",92,1
"447","DSM","CVG","MSP","ORD","DL",1,2
"448","DSM","CVG","MSP",NA,"DL",116,1
"449","DSM","CVG","ORD",NA,"AA",113,1
"450","DSM","CVG","ORD",NA,"UA",92,1
"451","DSM","CWA","MSP",NA,"DL",13,1
"452","DSM","CWA","ORD",NA,"AA",6,1
"453","DSM","CWA","ORD",NA,"UA",2,1
"454","DSM","DAB","ATL",NA,"DL",100,1
"455","DSM","DAB","CLT",NA,"AA",25,1
"456","DSM","DAB","DCA","CLT","AA",2,2
"457","DSM","DAB","DTW","ATL","DL",1,2
"458","DSM","DAL","STL","SAT","WN",2,2
"459","DSM","DAL","STL",NA,"WN",324,1
"460","DSM","DAY","ATL",NA,"DL",12,1
"461","DSM","DAY","CLT",NA,"AA",6,1
"462","DSM","DAY","DTW",NA,"DL",38,1
"463","DSM","DAY","MSP",NA,"DL",34,1
"464","DSM","DAY","ORD",NA,"AA",68,1
"465","DSM","DAY","ORD",NA,"UA",48,1
"466","DSM","DAY","PHL",NA,"AA",2,1
"467","DSM","DBQ","ORD",NA,"AA",1,1
"468","DSM","DCA","ATL",NA,"DL",87,1
"469","DSM","DCA","CLT","GSO","AA",2,2
"470","DSM","DCA","CLT","GSP","AA",1,2
"471","DSM","DCA","CLT","SDF","AA",1,2
"472","DSM","DCA","CLT",NA,"AA",108,1
"473","DSM","DCA","DFW",NA,"AA",11,1
"474","DSM","DCA","DTW",NA,"DL",211,1
"475","DSM","DCA","IAH",NA,"UA",4,1
"476","DSM","DCA","LGA",NA,"DL",33,1
"477","DSM","DCA","MSP",NA,"DL",105,1
"478","DSM","DCA","ORD","BNA","AA",1,2
"479","DSM","DCA","ORD","BOS","AA",1,2
"480","DSM","DCA","ORD","BUF","AA",1,2
"481","DSM","DCA","ORD","DAY","AA",1,2
"482","DSM","DCA","ORD","GSP","AA",1,2
"483","DSM","DCA","ORD","IND","AA",1,2
"484","DSM","DCA","ORD","PIT","AA",3,2
"485","DSM","DCA","ORD","ROC","AA",2,2
"486","DSM","DCA","ORD","STL","AA",1,2
"487","DSM","DCA","ORD","TYS","AA",2,2
"488","DSM","DCA","ORD",NA,"AA",316,1
"489","DSM","DCA","ORD",NA,"UA",431,1
"490","DSM","DCA","PHL",NA,"AA",25,1
"491","DSM","DCA","STL",NA,"WN",326,1
"492","DSM","DDC","DEN",NA,"UA",2,1
"493","DSM","DEN","MSP",NA,"DL",171,1
