"","origin","dest","first_stop","second_stop","ticket_carrier","pax","connections"
"1461","DSM","PUW","ORD","SEA","AA",1,2
"1462","DSM","PVD","ATL",NA,"DL",40,1
"1463","DSM","PVD","CLT",NA,"AA",30,1
"1464","DSM","PVD","DCA",NA,"AA",18,1
"1465","DSM","PVD","DTW",NA,"DL",82,1
"1466","DSM","PVD","ORD","EWR","UA",1,2
"1467","DSM","PVD","ORD",NA,"AA",63,1
"1468","DSM","PVD","ORD",NA,"UA",25,1
"1469","DSM","PVD","PHL",NA,"AA",28,1
"1470","DSM","PVD","STL",NA,"WN",1,1
"1471","DSM","PWM","ATL",NA,"DL",29,1
"1472","DSM","PWM","CLT","DCA","AA",1,2
"1473","DSM","PWM","CLT","PHL","AA",1,2
"1474","DSM","PWM","CLT",NA,"AA",24,1
"1475","DSM","PWM","DCA",NA,"AA",30,1
"1476","DSM","PWM","DEN",NA,"UA",1,1
"1477","DSM","PWM","DTW",NA,"DL",71,1
"1478","DSM","PWM","IAH","IAD","UA",1,2
"1479","DSM","PWM","LGA",NA,"DL",19,1
"1480","DSM","PWM","ORD","DCA","AA",1,2
"1481","DSM","PWM","ORD","IAD","UA",1,2
"1482","DSM","PWM","ORD","PHL","AA",1,2
"1483","DSM","PWM","ORD",NA,"AA",19,1
"1484","DSM","PWM","ORD",NA,"UA",49,1
"1485","DSM","PWM","PHL",NA,"AA",27,1
"1486","DSM","RAP","DEN",NA,"UA",52,1
"1487","DSM","RAP","MSP",NA,"DL",51,1
"1488","DSM","RAP","ORD",NA,"AA",6,1
"1489","DSM","RAP","ORD",NA,"UA",4,1
"1490","DSM","RAP","SLC",NA,"DL",1,1
"1491","DSM","RDD","DEN","LAX","UA",3,2
"1492","DSM","RDD","DEN","SFO","UA",6,2
"1493","DSM","RDM","DEN",NA,"UA",78,1
"1494","DSM","RDM","DFW","LAX","AA",2,2
"1495","DSM","RDM","DTW","SEA","DL",1,2
"1496","DSM","RDM","MSP","SEA","DL",2,2
"1497","DSM","RDM","MSP","SLC","DL",1,2
"1498","DSM","RDM","ORD",NA,"UA",2,1
"1499","DSM","RDM","SLC",NA,"DL",4,1
"1500","DSM","RDU","ATL","CMH","DL",1,2
"1501","DSM","RDU","ATL",NA,"DL",230,1
"1502","DSM","RDU","CLT",NA,"AA",172,1
"1503","DSM","RDU","DCA",NA,"AA",35,1
"1504","DSM","RDU","DFW",NA,"AA",7,1
"1505","DSM","RDU","DTW",NA,"DL",117,1
"1506","DSM","RDU","IAH",NA,"UA",4,1
"1507","DSM","RDU","LGA",NA,"DL",16,1
"1508","DSM","RDU","MSP","ORD","DL",1,2
"1509","DSM","RDU","MSP",NA,"DL",65,1
"1510","DSM","RDU","ORD","CLT","AA",1,2
"1511","DSM","RDU","ORD","DCA","AA",1,2
"1512","DSM","RDU","ORD","EWR","UA",1,2
"1513","DSM","RDU","ORD",NA,"AA",184,1
"1514","DSM","RDU","ORD",NA,"UA",172,1
"1515","DSM","RDU","PHL",NA,"AA",22,1
"1516","DSM","RDU","STL",NA,"WN",177,1
"1517","DSM","RHI","MSP",NA,"DL",9,1
"1518","DSM","RIC","ATL",NA,"DL",90,1
"1519","DSM","RIC","CLT",NA,"AA",80,1
"1520","DSM","RIC","DTW",NA,"DL",49,1
"1521","DSM","RIC","LGA",NA,"DL",12,1
"1522","DSM","RIC","MSP",NA,"DL",14,1
"1523","DSM","RIC","ORD","IAD","UA",1,2
"1524","DSM","RIC","ORD",NA,"AA",45,1
"1525","DSM","RIC","ORD",NA,"UA",46,1
"1526","DSM","RIC","PHL",NA,"AA",40,1
"1527","DSM","RIC","STL","ATL","WN",1,2
"1528","DSM","RKS","DEN",NA,"UA",7,1
"1529","DSM","RNO","DEN",NA,"F9",5,1
"1530","DSM","RNO","DEN",NA,"UA",136,1
"1531","DSM","RNO","DFW",NA,"AA",47,1
"1532","DSM","RNO","IAH",NA,"UA",4,1
"1533","DSM","RNO","LAS",NA,"WN",101,1
"1534","DSM","RNO","MSP","SLC","DL",4,2
"1535","DSM","RNO","ORD",NA,"AA",4,1
"1536","DSM","RNO","ORD",NA,"UA",3,1
"1537","DSM","RNO","PHX",NA,"AA",79,1
"1538","DSM","RNO","PHX",NA,"WN",6,1
"1539","DSM","RNO","SLC",NA,"DL",13,1
"1540","DSM","RNO","STL",NA,"WN",1,1
"1541","DSM","ROA","ATL",NA,"DL",35,1
"1542","DSM","ROA","CLT",NA,"AA",50,1
"1543","DSM","ROA","ORD","IAD","UA",1,2
"1544","DSM","ROA","ORD","PHL","AA",1,2
"1545","DSM","ROA","ORD",NA,"UA",31,1
"1546","DSM","ROA","PHL",NA,"AA",5,1
"1547","DSM","ROC","ATL",NA,"DL",6,1
"1548","DSM","ROC","CLT",NA,"AA",5,1
"1549","DSM","ROC","DTW",NA,"DL",38,1
"1550","DSM","ROC","LGA",NA,"DL",3,1
"1551","DSM","ROC","MSP",NA,"DL",8,1
"1552","DSM","ROC","ORD","EWR","UA",1,2
"1553","DSM","ROC","ORD",NA,"AA",34,1
"1554","DSM","ROC","ORD",NA,"UA",46,1
"1555","DSM","ROC","PHL",NA,"AA",12,1
"1556","DSM","ROW","DFW",NA,"AA",21,1
"1557","DSM","ROW","PHX",NA,"AA",1,1
"1558","DSM","RST","MSP",NA,"DL",4,1
"1559","DSM","RSW","ATL",NA,"DL",346,1
"1560","DSM","RSW","CLT",NA,"AA",116,1
"1561","DSM","RSW","DCA","CLT","AA",1,2
"1562","DSM","RSW","DCA",NA,"AA",6,1
"1563","DSM","RSW","DEN",NA,"F9",1,1
"1564","DSM","RSW","DEN",NA,"UA",15,1
"1565","DSM","RSW","DFW","MIA","AA",1,2
"1566","DSM","RSW","DFW",NA,"AA",104,1
"1567","DSM","RSW","DTW",NA,"DL",74,1
"1568","DSM","RSW","IAH",NA,"UA",32,1
"1569","DSM","RSW","LGA",NA,"DL",3,1
"1570","DSM","RSW","MSP",NA,"DL",81,1
"1571","DSM","RSW","ORD",NA,"AA",96,1
"1572","DSM","RSW","ORD",NA,"UA",166,1
"1573","DSM","RSW","PHL",NA,"AA",46,1
"1574","DSM","RSW","STL",NA,"WN",22,1
"1575","DSM","SAF","DEN",NA,"UA",67,1
"1576","DSM","SAF","DFW",NA,"AA",18,1
"1577","DSM","SAF","PHX",NA,"AA",9,1
"1578","DSM","SAN","ATL",NA,"DL",10,1
"1579","DSM","SAN","DEN","LAX","UA",1,2
"1580","DSM","SAN","DEN",NA,"F9",47,1
"1581","DSM","SAN","DEN",NA,"UA",443,1
"1582","DSM","SAN","DFW","PHX","AA",1,2
"1583","DSM","SAN","DFW",NA,"AA",160,1
"1584","DSM","SAN","DTW",NA,"DL",15,1
"1585","DSM","SAN","IAH",NA,"UA",62,1
"1586","DSM","SAN","LAS","SFO","WN",1,2
"1587","DSM","SAN","LAS",NA,"WN",431,1
"1588","DSM","SAN","MSP","LAS","DL",3,2
"1589","DSM","SAN","MSP","SEA","DL",1,2
"1590","DSM","SAN","MSP",NA,"DL",237,1
"1591","DSM","SAN","ORD","IAD","UA",1,2
"1592","DSM","SAN","ORD",NA,"AA",37,1
"1593","DSM","SAN","ORD",NA,"UA",65,1
"1594","DSM","SAN","PHX","LAX","AA",2,2
"1595","DSM","SAN","PHX",NA,"AA",468,1
"1596","DSM","SAN","PHX",NA,"WN",46,1
"1597","DSM","SAN","SLC","SEA","DL",2,2
"1598","DSM","SAN","SLC",NA,"DL",38,1
"1599","DSM","SAN","STL","DAL","WN",1,2
"1600","DSM","SAN","STL","DEN","WN",1,2
"1601","DSM","SAN","STL",NA,"WN",19,1
"1602","DSM","SAT","ATL",NA,"DL",52,1
"1603","DSM","SAT","CLT",NA,"AA",5,1
"1604","DSM","SAT","DEN",NA,"F9",12,1
"1605","DSM","SAT","DEN",NA,"UA",66,1
"1606","DSM","SAT","DFW",NA,"AA",458,1
"1607","DSM","SAT","DTW",NA,"DL",13,1
"1608","DSM","SAT","IAH",NA,"UA",228,1
"1609","DSM","SAT","MSP",NA,"DL",49,1
"1610","DSM","SAT","ORD","IAH","UA",1,2
"1611","DSM","SAT","ORD",NA,"AA",50,1
"1612","DSM","SAT","ORD",NA,"UA",34,1
"1613","DSM","SAT","PHX",NA,"AA",7,1
"1614","DSM","SAT","PHX",NA,"WN",1,1
"1615","DSM","SAT","STL",NA,"WN",169,1
"1616","DSM","SAV","ATL",NA,"DL",186,1
"1617","DSM","SAV","CLT",NA,"AA",75,1
"1618","DSM","SAV","DCA",NA,"AA",13,1
"1619","DSM","SAV","DEN",NA,"UA",1,1
"1620","DSM","SAV","DFW",NA,"AA",11,1
"1621","DSM","SAV","DTW","ATL","DL",2,2
"1622","DSM","SAV","DTW",NA,"DL",3,1
"1623","DSM","SAV","IAH",NA,"UA",1,1
"1624","DSM","SAV","MSP",NA,"DL",2,1
"1625","DSM","SAV","ORD",NA,"AA",11,1
"1626","DSM","SAV","ORD",NA,"UA",31,1
"1627","DSM","SAV","PHL","CLT","AA",1,2
"1628","DSM","SAV","PHL",NA,"AA",8,1
"1629","DSM","SBA","DEN",NA,"UA",62,1
"1630","DSM","SBA","DFW","PHX","AA",1,2
"1631","DSM","SBA","DFW",NA,"AA",11,1
"1632","DSM","SBA","MSP","SLC","DL",1,2
"1633","DSM","SBA","PHX",NA,"AA",34,1
"1634","DSM","SBA","SLC",NA,"DL",2,1
"1635","DSM","SBN","DTW",NA,"DL",24,1
"1636","DSM","SBN","MSP",NA,"DL",9,1
"1637","DSM","SBN","ORD",NA,"UA",23,1
"1638","DSM","SBP","DEN","LAX","UA",2,2
"1639","DSM","SBP","DEN","SFO","UA",1,2
"1640","DSM","SBP","DEN",NA,"UA",27,1
"1641","DSM","SBP","DFW",NA,"AA",2,1
"1642","DSM","SBP","PHX",NA,"AA",63,1
"1643","DSM","SBY","CLT",NA,"AA",6,1
"1644","DSM","SBY","PHL",NA,"AA",16,1
"1645","DSM","SCE","DTW",NA,"DL",10,1
"1646","DSM","SCE","ORD",NA,"AA",24,1
"1647","DSM","SCE","ORD",NA,"UA",24,1
"1648","DSM","SCE","PHL",NA,"AA",7,1
"1649","DSM","SDF","ATL",NA,"DL",76,1
"1650","DSM","SDF","CLT",NA,"AA",36,1
"1651","DSM","SDF","DCA",NA,"AA",1,1
"1652","DSM","SDF","DTW",NA,"DL",88,1
"1653","DSM","SDF","MSP",NA,"DL",53,1
"1654","DSM","SDF","ORD",NA,"AA",84,1
"1655","DSM","SDF","ORD",NA,"UA",73,1
"1656","DSM","SEA","ATL",NA,"DL",9,1
"1657","DSM","SEA","CLT",NA,"AA",2,1
"1658","DSM","SEA","DEN","SFO","UA",2,2
"1659","DSM","SEA","DEN",NA,"F9",26,1
"1660","DSM","SEA","DEN",NA,"UA",641,1
"1661","DSM","SEA","DFW",NA,"AA",124,1
"1662","DSM","SEA","DTW",NA,"DL",33,1
"1663","DSM","SEA","IAH",NA,"UA",9,1
"1664","DSM","SEA","LAS",NA,"WN",18,1
"1665","DSM","SEA","MSP","GEG","DL",1,2
"1666","DSM","SEA","MSP","LAS","DL",1,2
"1667","DSM","SEA","MSP","PDX","DL",1,2
"1668","DSM","SEA","MSP",NA,"DL",511,1
"1669","DSM","SEA","ORD",NA,"AA",85,1
"1670","DSM","SEA","ORD",NA,"AS",38,1
"1671","DSM","SEA","ORD",NA,"UA",52,1
"1672","DSM","SEA","PHX","LAX","AA",1,2
"1673","DSM","SEA","PHX",NA,"AA",149,1
"1674","DSM","SEA","PHX",NA,"WN",17,1
"1675","DSM","SEA","SLC","MFR","DL",2,2
"1676","DSM","SEA","SLC","RDM","DL",1,2
"1677","DSM","SEA","SLC",NA,"DL",141,1
"1678","DSM","SEA","STL",NA,"WN",1,1
"1679","DSM","SFO","ATL",NA,"DL",5,1
"1680","DSM","SFO","CLT",NA,"AA",3,1
"1681","DSM","SFO","DEN","BOI","UA",1,2
"1682","DSM","SFO","DEN","BUR","UA",1,2
"1683","DSM","SFO","DEN","FAT","UA",1,2
"1684","DSM","SFO","DEN","LAX","UA",1,2
"1685","DSM","SFO","DEN","PAE","UA",1,2
"1686","DSM","SFO","DEN","PSP","UA",1,2
"1687","DSM","SFO","DEN","RDM","UA",1,2
"1688","DSM","SFO","DEN","SMF","UA",1,2
"1689","DSM","SFO","DEN","SNA","UA",2,2
"1690","DSM","SFO","DEN",NA,"F9",79,1
"1691","DSM","SFO","DEN",NA,"UA",756,1
"1692","DSM","SFO","DFW","PHX","AA",1,2
"1693","DSM","SFO","DFW",NA,"AA",123,1
"1694","DSM","SFO","DTW",NA,"DL",14,1
"1695","DSM","SFO","IAH",NA,"UA",39,1
"1696","DSM","SFO","LAS",NA,"WN",73,1
"1697","DSM","SFO","MSP",NA,"DL",332,1
"1698","DSM","SFO","ORD","DFW","UA",1,2
"1699","DSM","SFO","ORD","LAS","UA",1,2
"1700","DSM","SFO","ORD","LAX","UA",1,2
"1701","DSM","SFO","ORD",NA,"AA",45,1
"1702","DSM","SFO","ORD",NA,"UA",101,1
"1703","DSM","SFO","PHX",NA,"AA",265,1
"1704","DSM","SFO","PHX",NA,"WN",18,1
"1705","DSM","SFO","SLC",NA,"DL",43,1
"1706","DSM","SFO","STL",NA,"WN",32,1
"1707","DSM","SGU","DEN",NA,"UA",16,1
"1708","DSM","SGU","ORD","LAX","UA",1,2
"1709","DSM","SGU","PHX",NA,"AA",12,1
"1710","DSM","SGU","SLC",NA,"DL",3,1
"1711","DSM","SHD","ORD",NA,"UA",2,1
"1712","DSM","SHV","ATL",NA,"DL",15,1
"1713","DSM","SHV","DEN",NA,"UA",1,1
"1714","DSM","SHV","DFW",NA,"AA",27,1
"1715","DSM","SHV","IAH",NA,"UA",12,1
"1716","DSM","SHV","ORD","DFW","AA",1,2
"1717","DSM","SIT","MSP","SEA","DL",2,2
"1718","DSM","SJC","ATL",NA,"DL",5,1
"1719","DSM","SJC","DEN",NA,"UA",207,1
"1720","DSM","SJC","DFW","LAX","AA",1,2
"1721","DSM","SJC","DFW",NA,"AA",26,1
"1722","DSM","SJC","DTW","SLC","DL",1,2
"1723","DSM","SJC","DTW",NA,"DL",2,1
"1724","DSM","SJC","IAH",NA,"UA",17,1
"1725","DSM","SJC","LAS","ONT","WN",1,2
"1726","DSM","SJC","LAS",NA,"WN",140,1
"1727","DSM","SJC","MSP","LAX","DL",1,2
"1728","DSM","SJC","MSP","SEA","DL",2,2
"1729","DSM","SJC","MSP","SLC","DL",2,2
"1730","DSM","SJC","MSP",NA,"DL",87,1
"1731","DSM","SJC","ORD","LAX","AA",2,2
"1732","DSM","SJC","ORD",NA,"AA",10,1
"1733","DSM","SJC","ORD",NA,"UA",4,1
"1734","DSM","SJC","PHX",NA,"AA",199,1
"1735","DSM","SJC","PHX",NA,"WN",12,1
"1736","DSM","SJC","SLC",NA,"DL",21,1
"1737","DSM","SJC","STL","SAN","WN",1,2
"1738","DSM","SJC","STL",NA,"WN",2,1
"1739","DSM","SJT","DFW",NA,"AA",33,1
"1740","DSM","SJU","ATL","JFK","DL",1,2
"1741","DSM","SJU","ATL",NA,"DL",106,1
"1742","DSM","SJU","CLT","MIA","AA",3,2
"1743","DSM","SJU","CLT","STT","AA",1,2
"1744","DSM","SJU","CLT",NA,"AA",53,1
"1745","DSM","SJU","DCA","MIA","AA",1,2
"1746","DSM","SJU","DFW",NA,"AA",41,1
"1747","DSM","SJU","DTW","JFK","DL",1,2
"1748","DSM","SJU","IAH",NA,"UA",71,1
"1749","DSM","SJU","MSP","ATL","DL",1,2
"1750","DSM","SJU","MSP","JFK","DL",1,2
"1751","DSM","SJU","MSP",NA,"DL",3,1
"1752","DSM","SJU","ORD","CLT","AA",2,2
"1753","DSM","SJU","ORD","EWR","UA",2,2
"1754","DSM","SJU","ORD","MIA","AA",4,2
"1755","DSM","SJU","ORD","PHL","AA",1,2
"1756","DSM","SJU","ORD",NA,"AA",59,1
"1757","DSM","SJU","ORD",NA,"UA",39,1
"1758","DSM","SJU","PHL","CLT","AA",2,2
"1759","DSM","SJU","PHL","MIA","AA",1,2
"1760","DSM","SJU","PHL",NA,"AA",67,1
"1761","DSM","SLC","DEN",NA,"F9",49,1
"1762","DSM","SLC","DEN",NA,"UA",154,1
"1763","DSM","SLC","DFW",NA,"AA",79,1
"1764","DSM","SLC","DTW",NA,"DL",10,1
"1765","DSM","SLC","IAH",NA,"UA",6,1
"1766","DSM","SLC","LAS",NA,"WN",40,1
"1767","DSM","SLC","MSP","DEN","DL",7,2
"1768","DSM","SLC","MSP","DFW","DL",1,2
"1769","DSM","SLC","MSP","MKE","DL",1,2
"1770","DSM","SLC","MSP","STL","DL",1,2
"1771","DSM","SLC","MSP",NA,"DL",112,1
"1772","DSM","SLC","ORD",NA,"AA",10,1
"1773","DSM","SLC","ORD",NA,"UA",6,1
"1774","DSM","SLC","PHX",NA,"AA",78,1
"1775","DSM","SLC","PHX",NA,"WN",11,1
"1776","DSM","SLC","STL",NA,"WN",5,1
"1777","DSM","SMF","ATL",NA,"DL",12,1
"1778","DSM","SMF","DEN","SFO","UA",1,2
"1779","DSM","SMF","DEN",NA,"UA",309,1
"1780","DSM","SMF","DFW","PHX","AA",1,2
"1781","DSM","SMF","DFW",NA,"AA",85,1
"1782","DSM","SMF","IAH",NA,"UA",4,1
"1783","DSM","SMF","LAS",NA,"WN",219,1
"1784","DSM","SMF","MSP","LAX","DL",2,2
"1785","DSM","SMF","MSP","SEA","DL",1,2
"1786","DSM","SMF","MSP","SLC","DL",4,2
"1787","DSM","SMF","MSP",NA,"DL",62,1
"1788","DSM","SMF","ORD",NA,"AA",9,1
"1789","DSM","SMF","ORD",NA,"UA",21,1
"1790","DSM","SMF","PHX",NA,"AA",234,1
"1791","DSM","SMF","PHX",NA,"WN",9,1
"1792","DSM","SMF","SLC",NA,"DL",32,1
"1793","DSM","SMF","STL",NA,"WN",2,1
"1794","DSM","SNA","DEN","SFO","UA",2,2
"1795","DSM","SNA","DEN",NA,"F9",1,1
"1796","DSM","SNA","DEN",NA,"UA",283,1
"1797","DSM","SNA","DFW","PHX","AA",1,2
"1798","DSM","SNA","DFW",NA,"AA",143,1
"1799","DSM","SNA","IAH",NA,"UA",32,1
"1800","DSM","SNA","LAS",NA,"WN",127,1
"1801","DSM","SNA","MSP","LAS","DL",5,2
"1802","DSM","SNA","MSP",NA,"DL",84,1
"1803","DSM","SNA","ORD",NA,"AA",61,1
"1804","DSM","SNA","ORD",NA,"UA",23,1
"1805","DSM","SNA","PHX",NA,"AA",290,1
"1806","DSM","SNA","PHX",NA,"WN",20,1
"1807","DSM","SNA","SLC",NA,"DL",47,1
"1808","DSM","SPI","ORD",NA,"UA",8,1
"1809","DSM","SPS","DFW",NA,"AA",11,1
"1810","DSM","SRQ","ATL",NA,"DL",154,1
"1811","DSM","SRQ","CLT",NA,"AA",35,1
"1812","DSM","SRQ","DFW",NA,"AA",13,1
"1813","DSM","SRQ","DTW","ATL","DL",1,2
"1814","DSM","SRQ","DTW",NA,"DL",5,1
"1815","DSM","SRQ","ORD",NA,"AA",5,1
"1816","DSM","SRQ","ORD",NA,"UA",55,1
"1817","DSM","STL","ORD",NA,"AA",70,1
"1818","DSM","STL","ORD",NA,"UA",35,1
"1819","DSM","STS","DEN","SFO","UA",2,2
"1820","DSM","STS","DEN",NA,"UA",10,1
"1821","DSM","STS","DFW",NA,"AA",1,1
"1822","DSM","STS","PHX",NA,"AA",19,1
"1823","DSM","STT","ATL",NA,"DL",54,1
"1824","DSM","STT","CLT","SJU","AA",1,2
"1825","DSM","STT","CLT",NA,"AA",36,1
"1826","DSM","STT","DFW","MIA","AA",2,2
"1827","DSM","STT","IAH",NA,"UA",4,1
"1828","DSM","STT","ORD",NA,"UA",7,1
"1829","DSM","STX","ATL","SJU","DL",1,2
"1830","DSM","STX","ATL","STT","DL",1,2
"1831","DSM","STX","ATL",NA,"DL",7,1
"1832","DSM","STX","CLT","MIA","AA",5,2
"1833","DSM","STX","CLT",NA,"AA",1,1
"1834","DSM","STX","DCA","MIA","AA",2,2
"1835","DSM","STX","DFW","CLT","AA",1,2
"1836","DSM","STX","DFW","MIA","AA",4,2
"1837","DSM","STX","ORD","MIA","AA",4,2
"1838","DSM","STX","ORD","SJU","AA",1,2
"1839","DSM","STX","PHL","MIA","AA",2,2
"1840","DSM","SUN","DEN",NA,"UA",2,1
"1841","DSM","SUN","MSP","SLC","DL",2,2
"1842","DSM","SUN","SLC",NA,"DL",3,1
"1843","DSM","SWF","CLT","PHL","AA",3,2
"1844","DSM","SWF","DTW",NA,"DL",12,1
"1845","DSM","SWF","ORD","PHL","AA",2,2
"1846","DSM","SWF","PHL",NA,"AA",6,1
"1847","DSM","SWO","DFW",NA,"AA",16,1
"1848","DSM","SYR","ATL",NA,"DL",10,1
"1849","DSM","SYR","CLT",NA,"AA",4,1
"1850","DSM","SYR","DCA",NA,"AA",6,1
"1851","DSM","SYR","DTW",NA,"DL",37,1
"1852","DSM","SYR","LGA",NA,"DL",1,1
"1853","DSM","SYR","MSP",NA,"DL",9,1
"1854","DSM","SYR","ORD",NA,"AA",60,1
"1855","DSM","SYR","ORD",NA,"UA",51,1
"1856","DSM","SYR","PHL",NA,"AA",7,1
"1857","DSM","TLH","ATL",NA,"DL",73,1
"1858","DSM","TLH","CLT",NA,"AA",21,1
"1859","DSM","TLH","DCA",NA,"AA",2,1
"1860","DSM","TLH","DFW",NA,"AA",22,1
"1861","DSM","TLH","DTW","ATL","DL",1,2
"1862","DSM","TLH","PHL","MIA","AA",1,2
"1863","DSM","TOL","ORD",NA,"AA",32,1
"1864","DSM","TPA","ATL","RDU","DL",1,2
"1865","DSM","TPA","ATL",NA,"DL",382,1
"1866","DSM","TPA","CLT",NA,"AA",230,1
"1867","DSM","TPA","DCA","CLT","AA",1,2
"1868","DSM","TPA","DCA","MIA","AA",1,2
"1869","DSM","TPA","DCA",NA,"AA",21,1
"1870","DSM","TPA","DEN",NA,"F9",1,1
"1871","DSM","TPA","DEN",NA,"UA",6,1
"1872","DSM","TPA","DFW",NA,"AA",146,1
"1873","DSM","TPA","DTW",NA,"DL",101,1
"1874","DSM","TPA","IAH",NA,"UA",74,1
"1875","DSM","TPA","LGA",NA,"DL",4,1
"1876","DSM","TPA","MSP","ATL","DL",1,2
"1877","DSM","TPA","MSP",NA,"DL",53,1
"1878","DSM","TPA","ORD","CLT","AA",1,2
"1879","DSM","TPA","ORD","IAH","UA",1,2
"1880","DSM","TPA","ORD",NA,"AA",85,1
"1881","DSM","TPA","ORD",NA,"UA",149,1
"1882","DSM","TPA","PHL",NA,"AA",50,1
"1883","DSM","TPA","STL","AUS","WN",1,2
"1884","DSM","TPA","STL",NA,"WN",83,1
"1885","DSM","TRI","ATL",NA,"DL",27,1
"1886","DSM","TRI","CLT",NA,"AA",25,1
"1887","DSM","TRI","DTW","ATL","DL",1,2
"1888","DSM","TRI","ORD","CLT","AA",1,2
"1889","DSM","TUL","DFW",NA,"AA",69,1
"1890","DSM","TUL","MSP",NA,"DL",14,1
"1891","DSM","TUL","STL",NA,"WN",58,1
"1892","DSM","TUS","ATL",NA,"DL",4,1
"1893","DSM","TUS","DEN",NA,"UA",118,1
"1894","DSM","TUS","DFW","PHX","AA",1,2
"1895","DSM","TUS","DFW",NA,"AA",134,1
"1896","DSM","TUS","IAH",NA,"UA",22,1
"1897","DSM","TUS","LAS",NA,"WN",27,1
"1898","DSM","TUS","MSP","SLC","DL",1,2
"1899","DSM","TUS","MSP",NA,"DL",6,1
"1900","DSM","TUS","ORD",NA,"AA",7,1
"1901","DSM","TUS","ORD",NA,"UA",4,1
"1902","DSM","TUS","PHX",NA,"AA",159,1
"1903","DSM","TUS","SLC",NA,"DL",14,1
"1904","DSM","TVC","DTW",NA,"DL",18,1
"1905","DSM","TVC","MSP","DTW","DL",1,2
"1906","DSM","TVC","MSP",NA,"DL",17,1
"1907","DSM","TVC","ORD",NA,"AA",31,1
"1908","DSM","TVC","ORD",NA,"UA",7,1
"1909","DSM","TWF","MSP","SLC","DL",6,2
"1910","DSM","TWF","SLC",NA,"DL",14,1
"1911","DSM","TXK","DFW",NA,"AA",17,1
"1912","DSM","TYR","DFW",NA,"AA",30,1
"1913","DSM","TYR","ORD","DFW","AA",1,2
"1914","DSM","TYS","ATL",NA,"DL",55,1
"1915","DSM","TYS","CLT",NA,"AA",46,1
"1916","DSM","TYS","DCA",NA,"AA",1,1
"1917","DSM","TYS","DFW",NA,"AA",3,1
"1918","DSM","TYS","DTW",NA,"DL",44,1
"1919","DSM","TYS","MSP",NA,"DL",8,1
"1920","DSM","TYS","ORD",NA,"AA",33,1
"1921","DSM","TYS","ORD",NA,"UA",36,1
"1922","DSM","TYS","PHL","CLT","AA",1,2
"1923","DSM","TYS","PHL",NA,"AA",6,1
"1924","DSM","VCT","IAH",NA,"UA",2,1
"1925","DSM","VEL","DEN",NA,"UA",6,1
"1926","DSM","VLD","ATL",NA,"DL",20,1
"1927","DSM","VPS","ATL",NA,"DL",87,1
"1928","DSM","VPS","CLT",NA,"AA",22,1
"1929","DSM","VPS","DCA",NA,"AA",1,1
"1930","DSM","VPS","DFW",NA,"AA",85,1
"1931","DSM","VPS","DTW","ATL","DL",2,2
"1932","DSM","VPS","IAH",NA,"UA",6,1
"1933","DSM","VPS","MSP","ATL","DL",1,2
"1934","DSM","VPS","ORD",NA,"UA",1,1
"1935","DSM","XNA","DFW",NA,"AA",34,1
"1936","DSM","XWA","MSP",NA,"DL",5,1
"1937","DSM","YUM","DFW","PHX","AA",1,2
"1938","DSM","YUM","DFW",NA,"AA",6,1
"1939","DSM","YUM","ORD","PHX","AA",2,2
"1940","DSM","YUM","PHX",NA,"AA",50,1
